"","t","PM10"
"272",1497078000,17.4
"273",1497081600,11.8
"274",1497085200,11.5
"275",1497088800,10
"276",1497092400,8.2
"277",1497096000,10.2
"278",1497099600,9.2
"279",1497103200,8.7
"280",1497106800,9.3
"281",1497110400,7.3
"282",1497114000,10
"283",1497117600,7.9
"284",1497121200,9.4
"285",1497124800,15.8
"286",1497128400,14.1
"287",1497132000,25.2
"288",1497135600,20.5
"289",1497139200,18.6
"290",1497142800,14.9
"291",1497146400,12.4
"292",1497150000,12.4
"293",1497153600,12.3
"294",1497157200,11.1
"295",1497160800,11.9
"296",1497164400,10.7
"297",1497168000,11.1
"298",1497171600,10.9
"299",1497175200,11.8
"300",1497178800,14.1
"301",1497182400,12.3
"302",1497186000,10.9
"303",1497189600,9.9
"304",1497193200,8.2
"305",1497196800,9.9
"306",1497200400,15.1
"307",1497204000,15.6
"308",1497207600,22.5
"309",1497211200,30.4
"310",1497214800,20.9
"311",1497218400,20.9
"312",1497222000,17.9
"313",1497225600,17.3
"314",1497229200,12.8
"315",1497232800,11.9
"316",1497236400,9.8
"317",1497240000,7.1
"318",1497243600,10
"319",1497247200,NA
"320",1497250800,NA
"321",1497254400,NA
"322",1497258000,NA
"323",1497261600,NA
"324",1497265200,NA
"325",1497268800,NA
"326",1497272400,NA
"327",1497276000,NA
"328",1497279600,NA
"329",1497283200,NA
"330",1497286800,NA
"331",1497290400,NA
"332",1497294000,NA
"333",1497297600,NA
"334",1497301200,NA
"335",1497304800,NA
"336",1497308400,NA
"337",1497312000,NA
"338",1497315600,NA
"339",1497319200,NA
"340",1497322800,NA
"341",1497326400,NA
"342",1497330000,NA
"343",1497333600,NA
"344",1497337200,NA
"345",1497340800,NA
"346",1497344400,NA
"347",1497348000,NA
"348",1497351600,NA
"349",1497355200,NA
"350",1497358800,NA
"351",1497362400,NA
"352",1497366000,NA
"353",1497369600,NA
"354",1497373200,NA
"355",1497376800,NA
"356",1497380400,NA
"357",1497384000,NA
"358",1497387600,NA
"359",1497391200,NA
"360",1497394800,NA
"361",1497398400,NA
"362",1497402000,NA
"363",1497405600,NA
"364",1497409200,NA
"365",1497412800,NA
"366",1497416400,NA
"367",1497420000,NA
"368",1497423600,NA
"369",1497427200,NA
"370",1497430800,NA
"371",1497434400,NA
"372",1497438000,NA
"373",1497441600,NA
"374",1497445200,NA
"375",1497448800,12.4
"376",1497452400,8.6
"377",1497456000,12.6
"378",1497459600,14.6
"379",1497463200,12.9
"380",1497466800,12.2
"381",1497470400,8.3
"382",1497474000,10
"383",1497477600,11.1
"384",1497481200,16
"385",1497484800,17.1
"386",1497488400,14.5
"387",1497492000,11
"388",1497495600,12.3
"389",1497499200,21
"390",1497502800,21.8
"391",1497506400,20.2
"392",1497510000,24.1
"393",1497513600,33.5
"394",1497517200,26
"395",1497520800,27.6
"396",1497524400,27
"397",1497528000,22.7
"398",1497531600,29.4
"399",1497535200,22.1
"400",1497538800,28.3
"401",1497542400,24.2
"402",1497546000,22.1
"403",1497549600,28.5
"404",1497553200,30.8
"405",1497556800,30.1
"406",1497560400,26.8
"407",1497564000,25.9
"408",1497567600,23.2
"409",1497571200,23.5
"410",1497574800,25.8
"411",1497578400,18.5
"412",1497582000,18.5
"413",1497585600,26
"414",1497589200,19.7
"415",1497592800,19.2
"416",1497596400,18.9
"417",1497600000,22.2
"418",1497603600,16
"419",1497607200,17.9
"420",1497610800,13.3
"421",1497614400,11.3
"422",1497618000,11.6
"423",1497621600,13.9
"424",1497625200,14.4
"425",1497628800,12.4
"426",1497632400,10.3
"427",1497636000,14.2
"428",1497639600,8.2
"429",1497643200,9.2
