"","t","PM25"
"1",1496102400,NA
"2",1496106000,11.2
"3",1496109600,8.4
"4",1496113200,9.7
"5",1496116800,10.7
"6",1496120400,14.1
"7",1496124000,15.2
"8",1496127600,14.7
"9",1496131200,21.1
"10",1496134800,22.5
"11",1496138400,14.6
"12",1496142000,11.5
"13",1496145600,12.6
"14",1496149200,13.3
"15",1496152800,14.9
"16",1496156400,6.8
"17",1496160000,6.9
"18",1496163600,16.7
"19",1496167200,17.3
"20",1496170800,14.4
"21",1496174400,13.4
"22",1496178000,16.6
"23",1496181600,NA
"24",1496185200,1.6
"25",1496188800,3.1
"26",1496192400,3.1
"27",1496196000,5.4
"28",1496199600,5.3
"29",1496203200,5.8
"30",1496206800,7.8
"31",1496210400,8.5
"32",1496214000,8.1
"33",1496217600,4.7
"34",1496221200,2.7
"35",1496224800,1.3
"36",1496228400,4.9
"37",1496232000,7.9
"38",1496235600,9.1
"39",1496239200,10.9
"40",1496242800,7.9
"41",1496246400,10.9
"42",1496250000,11.2
"43",1496253600,7.8
"44",1496257200,2.8
"45",1496260800,3.2
"46",1496264400,7.9
"47",1496268000,11.5
"48",1496271600,7.9
"49",1496275200,6.3
"50",1496278800,6.5
"51",1496282400,6
"52",1496286000,3
"53",1496289600,6
"54",1496293200,9.3
"55",1496296800,16.2
"56",1496300400,19.7
"57",1496304000,17.9
"58",1496307600,15.3
"59",1496311200,12.6
"60",1496314800,13
"61",1496318400,11.4
"62",1496322000,9
"63",1496325600,9.1
"64",1496329200,8.5
"65",1496332800,8.9
"66",1496336400,9.3
"67",1496340000,9.7
"68",1496343600,7.8
"69",1496347200,10.7
"70",1496350800,11.5
"71",1496354400,10.8
"72",1496358000,12.9
"73",1496361600,10.9
"74",1496365200,9.2
"75",1496368800,8
"76",1496372400,8.5
"77",1496376000,8.5
"78",1496379600,12.5
"79",1496383200,17.4
"80",1496386800,21.1
"81",1496390400,18.3
"82",1496394000,16.5
"83",1496397600,14.2
"84",1496401200,13.7
"85",1496404800,13.8
"86",1496408400,13.9
"87",1496412000,12.9
"88",1496415600,15.8
"89",1496419200,15.7
"90",1496422800,10.8
"91",1496426400,14.4
"92",1496430000,13.2
"93",1496433600,10.8
"94",1496437200,14.2
"95",1496440800,12.6
"96",1496444400,13.6
"97",1496448000,13.7
"98",1496451600,11.5
"99",1496455200,9.6
"100",1496458800,8.6
"101",1496462400,8.3
"102",1496466000,7.4
"103",1496469600,5.8
"104",1496473200,6.7
"105",1496476800,7
"106",1496480400,8.2
"107",1496484000,7.3
"108",1496487600,5.7
"109",1496491200,5.7
"110",1496494800,5.1
"111",1496498400,0.4
"112",1496502000,0.2
"113",1496505600,2.1
"114",1496509200,1.3
"115",1496512800,2.4
"116",1496516400,3.7
"117",1496520000,4.8
"118",1496523600,2.1
"119",1496527200,3
"120",1496530800,0.9
"121",1496534400,0.7
"122",1496538000,3.6
"123",1496541600,3.2
"124",1496545200,6
"125",1496548800,3.6
"126",1496552400,2.6
"127",1496556000,4.1
"128",1496559600,1.1
"129",1496563200,2.2
"130",1496566800,3.3
"131",1496570400,4.4
"132",1496574000,4.8
"133",1496577600,6.4
"134",1496581200,3.5
"135",1496584800,3.7
"136",1496588400,5.8
"137",1496592000,4.2
"138",1496595600,4.5
"139",1496599200,2.6
"140",1496602800,4.7
"141",1496606400,8
"142",1496610000,2.1
"143",1496613600,1.4
"144",1496617200,2.9
"145",1496620800,1.1
"146",1496624400,1.2
"147",1496628000,2.3
"148",1496631600,3.5
"149",1496635200,4.4
"150",1496638800,3.3
"151",1496642400,1.6
"152",1496646000,1.5
"153",1496649600,3.5
"154",1496653200,2
"155",1496656800,3
"156",1496660400,4.3
"157",1496664000,5.1
"158",1496667600,4.3
"159",1496671200,4.6
"160",1496674800,2.7
"161",1496678400,2.6
"162",1496682000,4.7
"163",1496685600,10.5
"164",1496689200,15
